ARO Name,AMR Gene Family,Drug Class,Resistance Mechanism,CARD Short Name
ACT-173,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-173
ACT-173,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-173
ACT-174,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-174
ACT-174,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-174
ACT-174,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-174
ACT-175,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-175
ACT-175,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-175
ACT-175,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-175
ACT-176,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-176
ACT-176,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-176
ACT-176,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-176
ACT-177,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-177
ACT-177,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-177
ACT-177,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-177
ACT-178,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-178
ACT-178,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-178
ACT-178,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-178
ACT-179,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-179
ACT-179,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-179
ACT-179,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-179
ACT-18,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-18
ACT-18,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-18
ACT-18,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-18
ACT-180,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-180
ACT-180,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-180
ACT-180,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-180
ACT-181,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-181
ACT-181,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-181
ACT-181,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-181
ACT-182,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-182
ACT-182,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-182
ACT-182,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-182
ACT-183,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-183
ACT-183,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-183
ACT-183,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-183
ACT-184,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-184
ACT-184,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-184
ACT-184,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-184
ACT-185,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-185
ACT-185,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-185
ACT-185,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-185
ACT-186,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-186
ACT-186,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-186
ACT-186,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-186
ACT-187,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-187
ACT-187,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-187
ACT-187,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-187
ACT-188,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-188
ACT-188,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-188
ACT-188,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-188
ACT-189,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-189
ACT-189,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-189
ACT-189,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-189
ACT-19,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-19
ACT-19,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-19
ACT-19,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-19
ACT-190,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-190
ACT-190,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-190
ACT-190,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-190
ACT-191,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-191
ACT-191,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-191
ACT-191,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-191
ACT-192,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-192
ACT-192,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-192
ACT-192,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-192
ACT-193,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-193
ACT-193,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-193
ACT-193,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-193
ACT-194,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-194
ACT-194,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-194
ACT-194,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-194
ACT-2,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-2
ACT-2,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-2
ACT-2,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-2
ACT-20,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-20
ACT-20,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-20
ACT-20,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-20
ACT-21,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-21
ACT-21,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-21
ACT-21,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-21
ACT-22,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-22
ACT-22,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-22
ACT-22,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-22
ACT-23,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-23
ACT-23,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-23
ACT-23,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-23
ACT-24,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-24
ACT-24,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-24
ACT-24,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-24
ACT-25,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-25
ACT-25,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-25
ACT-25,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-25
ACT-27,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-27
ACT-27,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-27
ACT-27,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-27
ACT-28,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-28
ACT-28,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-28
ACT-28,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-28
ACT-29,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-29
ACT-29,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-29
ACT-29,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-29
ACT-3,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-3
ACT-3,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-3
ACT-3,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-3
ACT-30,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-30
ACT-30,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-30
ACT-30,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-30
ACT-31,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-31
ACT-31,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-31
ACT-31,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-31
ACT-32,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-32
ACT-32,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-32
ACT-32,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-32
ACT-33,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-33
ACT-33,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-33
ACT-33,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-33
ACT-34,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-34
ACT-34,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-34
ACT-34,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-34
ACT-35,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-35
ACT-35,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-35
ACT-35,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-35
ACT-36,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-36
ACT-36,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-36
ACT-36,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-36
ACT-37,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-37
ACT-37,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-37
ACT-37,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-37
ACT-38,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-38
ACT-38,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-38
ACT-38,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-38
ACT-39,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-39
ACT-39,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-39
ACT-39,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-39
ACT-4,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-4
ACT-4,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-4
ACT-4,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-4
ACT-40,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-40
ACT-40,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-40
ACT-40,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-40
ACT-41,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-41
ACT-41,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-41
ACT-41,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-41
ACT-42,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-42
ACT-42,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-42
ACT-42,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-42
ACT-43,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-43
ACT-43,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-43
ACT-43,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-43
ACT-44,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-44
ACT-44,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-44
ACT-44,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-44
ACT-45,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-45
ACT-45,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-45
ACT-45,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-45
ACT-46,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-46
ACT-46,ACT beta-lactamase,cephalosporin,antibiotic inactivation,ACT-46
ACT-46,ACT beta-lactamase,penicillin beta-lactam,antibiotic inactivation,ACT-46
ACT-47,ACT beta-lactamase,carbapenem,antibiotic inactivation,ACT-47
